x-axis,1,2,3
second,Volt,Volt,Volt
+312.5E-12,+1.6452261433004E+00,+2.6407663030549E+00,+25.3266328946E-03
+625.0E-12,+1.6854271478950E+00,+2.6633793681394E+00,+25.3266328946E-03
+937.5E-12,+1.7532663431483E+00,+2.6809673076495E+00,+25.3266328946E-03
+1.2500E-09,+1.8060301616787E+00,+2.6407663030551E+00,+25.7286429405E-03
+1.5625E-09,+1.8462311662733E+00,+2.6809673076495E+00,+26.1306529865E-03
+1.8750E-09,+1.9266331754623E+00,+2.6809673076496E+00,+26.5326630324E-03
+2.1875E-09,+2.0070351846515E+00,+2.6809673076496E+00,+26.8844218226E-03
+2.5000E-09,+2.0246231241617E+00,+2.6809673076496E+00,+27.3366831243E-03
+2.8125E-09,+2.0472361892461E+00,+2.7211683122440E+00,+27.7386931702E-03
+3.1250E-09,+2.1678392030296E+00,+2.6809673076496E+00,+28.5427132621E-03
+3.4375E-09,+2.1678392030299E+00,+2.7211683122440E+00,+28.5427132621E-03
+3.7500E-09,+2.2155778959858E+00,+2.7035803727340E+00,+28.5427132621E-03
+4.0625E-09,+2.2482412122189E+00,+2.6809673076496E+00,+29.3467333540E-03
+4.3750E-09,+2.2884422168135E+00,+2.6407663030551E+00,+29.3467333540E-03
+4.6875E-09,+2.3286432214081E+00,+2.6005652984605E+00,+30.1507534459E-03
+5.0000E-09,+2.4090452305971E+00,+2.6407663030549E+00,+30.5276378640E-03
+5.3125E-09,+2.4291457328945E+00,+2.6809673076495E+00,+30.9547735378E-03
+5.6250E-09,+2.4492462351918E+00,+2.6407663030551E+00,+30.9547735378E-03
+5.9375E-09,+2.4894472397863E+00,+2.6005652984605E+00,+30.9547735378E-03
+6.2500E-09,+2.5296482443809E+00,+2.5603642938659E+00,+30.9547735378E-03
+6.5625E-09,+2.5698492489754E+00,+2.5603642938659E+00,+30.6281403755E-03
+6.8750E-09,+2.6025125652085E+00,+2.5603642938659E+00,+30.1507534459E-03
+7.1875E-09,+2.6502512581646E+00,+2.5603642938659E+00,+28.5427132621E-03
+7.5000E-09,+2.6904522627591E+00,+2.4799622846769E+00,+24.9246228486E-03
+7.8125E-09,+2.6904522627592E+00,+2.4799622846767E+00,+26.1809042422E-03
+8.1250E-09,+2.7331658301409E+00,+2.4799622846767E+00,+27.3366831243E-03
+8.4375E-09,+2.7708542719483E+00,+2.4799622846767E+00,+32.5628137216E-03
+8.7500E-09,+2.7708542719483E+00,+2.4397612800823E+00,+34.5728639513E-03
+9.0625E-09,+2.8110552765428E+00,+2.4397612800822E+00,+32.1608036757E-03
+9.3750E-09,+2.8512562811374E+00,+2.4196607777849E+00,+31.6331654903E-03
+9.6875E-09,+2.8688442206476E+00,+2.3995602754876E+00,+30.9547735378E-03
+10.0000E-09,+2.8914572857320E+00,+2.3593592708931E+00,+31.7587936297E-03
+10.3125E-09,+2.8914572857320E+00,+2.3593592708930E+00,+33.7688438594E-03
+10.6250E-09,+2.9316582903265E+00,+2.3593592708930E+00,+33.3165825577E-03
+10.9375E-09,+2.9316582903266E+00,+2.3593592708930E+00,+32.9648237675E-03
+11.2500E-09,+2.9316582903266E+00,+2.2789572617041E+00,+34.1708539054E-03
+11.5625E-09,+2.9718592949211E+00,+2.2789572617039E+00,+34.1708539054E-03
+11.8750E-09,+3.0120602995156E+00,+2.2387562571094E+00,+33.3668338135E-03
+12.1875E-09,+3.0120602995157E+00,+2.1985552525149E+00,+32.9899493954E-03
+12.5000E-09,+3.0296482390258E+00,+2.1583542479203E+00,+32.5628137216E-03
+12.8125E-09,+3.0522613041102E+00,+2.0779522387313E+00,+32.5628137216E-03
+13.1250E-09,+3.0522613041103E+00,+2.0377512341366E+00,+32.5628137216E-03
+13.4375E-09,+3.0924623087048E+00,+2.0377512341365E+00,+32.7889443724E-03
+13.7500E-09,+3.0924623087049E+00,+2.0050879179035E+00,+32.9648237675E-03
+14.0625E-09,+3.0924623087049E+00,+1.9573492249475E+00,+32.9648237675E-03
+14.3750E-09,+3.0924623087049E+00,+1.9171482203529E+00,+32.9648237675E-03
+14.6875E-09,+3.1326633132993E+00,+1.8769472157584E+00,+32.9648237675E-03
+15.0000E-09,+3.1326633132994E+00,+1.8543341506739E+00,+32.5628137216E-03
+15.3125E-09,+3.1527638155967E+00,+1.8367462111637E+00,+32.1608036757E-03
+15.6250E-09,+3.1728643178939E+00,+1.8367462111637E+00,+32.1608036757E-03
+15.9375E-09,+3.1728643178940E+00,+1.7563442019747E+00,+31.3567835838E-03
+16.2500E-09,+3.2130653224885E+00,+1.7161431973801E+00,+30.9547735378E-03
+16.5625E-09,+3.2130653224886E+00,+1.7161431973800E+00,+31.1055273050E-03
+16.8750E-09,+3.2130653224886E+00,+1.7161431973800E+00,+31.3567835838E-03
+17.1875E-09,+3.2130653224886E+00,+1.6357411881910E+00,+31.3567835838E-03
+17.5000E-09,+3.1728643178941E+00,+1.5955401835964E+00,+31.7587936297E-03
+17.8125E-09,+3.1728643178940E+00,+1.5955401835963E+00,+31.1055273050E-03
+18.1250E-09,+3.2155778852756E+00,+1.5955401835963E+00,+30.5527634919E-03
+18.4375E-09,+3.2532663270830E+00,+1.5553391790018E+00,+30.5527634919E-03
+18.7500E-09,+3.2532663270831E+00,+1.5151381744073E+00,+31.3567835838E-03
+19.0625E-09,+3.2532663270831E+00,+1.4749371698127E+00,+30.9547735378E-03
+19.3750E-09,+3.2934673316776E+00,+1.4372487280053E+00,+30.4271353525E-03
+19.6875E-09,+3.2733668293804E+00,+1.3945351606236E+00,+29.7487434000E-03
+20.0000E-09,+3.2532663270832E+00,+1.3945351606235E+00,+28.1407032162E-03
+20.3125E-09,+3.2532663270831E+00,+1.3543341560290E+00,+26.5326630324E-03
+20.6250E-09,+3.2934673316776E+00,+1.3065954630730E+00,+23.8190952223E-03
+20.9375E-09,+3.2934673316777E+00,+1.2739321468399E+00,+21.7085424811E-03
+21.2500E-09,+3.2934673316777E+00,+1.2739321468398E+00,+19.6984922513E-03
+21.5625E-09,+3.2934673316777E+00,+1.2337311422453E+00,+22.1105525270E-03
+21.8750E-09,+3.3336683362722E+00,+1.2337311422452E+00,+24.5226128027E-03
+22.1875E-09,+3.3336683362722E+00,+1.2136306399480E+00,+24.3216077797E-03
+22.5000E-09,+3.3336683362722E+00,+1.1935301376507E+00,+24.1206027567E-03
+22.8125E-09,+3.3336683362722E+00,+1.1131281284617E+00,+22.1105525270E-03
+23.1250E-09,+3.3336683362722E+00,+1.1533291330560E+00,+22.5125625730E-03
+23.4375E-09,+3.3336683362722E+00,+1.1131281284616E+00,+22.0351756434E-03
+23.7500E-09,+3.3085427084007E+00,+1.0628768727184E+00,+21.7085424811E-03
+24.0625E-09,+3.2934673316777E+00,+992.5251146780E-03,+21.7085424811E-03
+24.3750E-09,+3.2934673316777E+00,+992.5251146778E-03,+21.7085424811E-03
+24.6875E-09,+3.3336683362722E+00,+992.5251146778E-03,+22.9145726189E-03
+25.0000E-09,+3.3336683362722E+00,+969.9120495934E-03,+22.5125625730E-03
+25.3125E-09,+3.3336683362722E+00,+952.3241100833E-03,+22.1105525270E-03
+25.6250E-09,+3.3336683362722E+00,+912.1231054888E-03,+21.3065324351E-03
+25.9375E-09,+3.3738693408667E+00,+831.7210962997E-03,+20.1005022973E-03
+26.2500E-09,+3.3336683362723E+00,+791.5200917051E-03,+18.8944721594E-03
+26.5625E-09,+3.3336683362722E+00,+773.9321521949E-03,+18.8944721594E-03
+26.8750E-09,+3.3160803967622E+00,+751.3190871105E-03,+18.8944721594E-03
+27.1875E-09,+3.2934673316777E+00,+711.1180825160E-03,+18.8944721594E-03
+27.5000E-09,+3.3336683362722E+00,+670.9170779214E-03,+18.4924621135E-03
+27.8125E-09,+3.3336683362722E+00,+670.9170779213E-03,+18.0653264397E-03
+28.1250E-09,+3.3336683362722E+00,+670.9170779213E-03,+17.6884420216E-03
+28.4375E-09,+3.3336683362722E+00,+590.5150687324E-03,+17.2864319757E-03
+28.7500E-09,+3.3336683362722E+00,+510.1130595432E-03,+16.0804018378E-03
+29.0625E-09,+3.3738693408667E+00,+469.9120549486E-03,+15.6783917919E-03
+29.3750E-09,+3.3738693408668E+00,+432.2236131412E-03,+15.3266330017E-03
+29.6875E-09,+3.3738693408668E+00,+389.5100457595E-03,+14.8743717000E-03
+30.0000E-09,+3.3738693408668E+00,+349.3090411649E-03,+14.0703516081E-03
+30.3125E-09,+3.3336683362723E+00,+228.7060273814E-03,+14.0703516081E-03
+30.6250E-09,+3.3336683362722E+00,+228.7060273811E-03,+13.8442209573E-03
+30.9375E-09,+3.3562814013566E+00,+228.7060273811E-03,+13.6683415622E-03
+31.2500E-09,+3.3738693408668E+00,+108.1030135977E-03,+11.6582913324E-03
+31.5625E-09,+3.3738693408668E+00,+27.7010044085E-03,+10.0502511486E-03
+31.8750E-09,+3.3738693408668E+00,+27.7010044083E-03,+8.0402009189E-03
+32.1875E-09,+3.3738693408668E+00,-32.6005024834E-03,+6.3316582236E-03
+32.5000E-09,+3.3738693408668E+00,-92.9020093753E-03,+4.4221105054E-03
+32.8125E-09,+3.3738693408668E+00,-133.1030139699E-03,+2.0100502297E-03
+33.1250E-09,+3.3336683362723E+00,-213.5050231589E-03,+6.0301506892E-03
+33.4375E-09,+3.3336683362722E+00,-293.9070323480E-03,+7.6884421287E-03
+33.7500E-09,+3.3562814013566E+00,-326.5703485812E-03,+8.8442210108E-03
+34.0625E-09,+3.3738693408668E+00,-374.3090415372E-03,+7.2361808270E-03
+34.3750E-09,+3.3738693408668E+00,-374.3090415373E-03,+2.4120602757E-03
+34.6875E-09,+3.3738693408668E+00,-494.9120553208E-03,+1.6080401838E-03
+35.0000E-09,+3.4140703454613E+00,-517.5251204054E-03,+1.6080401838E-03
+35.3125E-09,+3.3713567780797E+00,-535.1130599156E-03,+1.6080401838E-03
+35.6250E-09,+3.3336683362723E+00,-615.5150691046E-03,+2.4120602757E-03
+35.9375E-09,+3.3738693408667E+00,-695.9170782937E-03,+2.0100502297E-03
+36.2500E-09,+3.3738693408668E+00,-736.1180828883E-03,+2.4120602757E-03
+36.5625E-09,+3.4140703454613E+00,-788.8819014187E-03,+1.9095477182E-03
+36.8750E-09,+3.4140703454614E+00,-856.7210966720E-03,+1.2060301378E-03
+37.1875E-09,+3.4140703454614E+00,-937.1231058611E-03,-1.6080401838E-03
+37.5000E-09,+3.3738693408669E+00,-937.1231058612E-03,-3.2160803676E-03
+37.8125E-09,+3.3738693408668E+00,-982.3492360300E-03,-3.4422110184E-03
+38.1250E-09,+3.3738693408668E+00,-1.0175251150503E+00,-3.6180904135E-03
+38.4375E-09,+3.3738693408668E+00,-1.0979271242393E+00,-2.8140703216E-03
+38.7500E-09,+3.3738693408668E+00,-1.1783291334285E+00,-4.0201004595E-03
+39.0625E-09,+3.4140703454613E+00,-1.2185301380231E+00,-4.4221105054E-03
+39.3750E-09,+3.4140703454614E+00,-1.2562185798305E+00,-4.7738692956E-03
+39.6875E-09,+3.4140703454614E+00,-1.2989321472122E+00,-5.2261305973E-03
+40.0000E-09,+3.4140703454614E+00,-1.3391331518068E+00,-5.6281406432E-03
+40.3125E-09,+3.3738693408669E+00,-1.4195351609958E+00,-8.0402009189E-03
+40.6250E-09,+3.3738693408668E+00,-1.4672738539520E+00,-8.7185928714E-03
+40.9375E-09,+3.3738693408668E+00,-1.4999371701851E+00,-9.2462310567E-03
+41.2500E-09,+3.3738693408668E+00,-1.5401381747796E+00,-9.6482411027E-03
+41.5625E-09,+3.3336683362723E+00,-1.6205401839687E+00,-9.6482411027E-03
+41.8750E-09,+3.2532663270833E+00,-1.6607411885633E+00,-10.0502511486E-03
+42.1875E-09,+3.3336683362721E+00,-1.6808416908606E+00,-10.4271355667E-03
+42.5000E-09,+3.2758793921677E+00,-1.7009421931579E+00,-10.8542712405E-03
+42.8125E-09,+3.2130653224887E+00,-1.7813442023469E+00,-11.6582913324E-03
+43.1250E-09,+3.1728643178941E+00,-1.8617462115360E+00,-12.4623114243E-03
+43.4375E-09,+3.1326633132995E+00,-1.8617462115362E+00,-12.4623114243E-03
+43.7500E-09,+3.0824120575563E+00,-1.8793341510463E+00,-12.4623114243E-03
+44.0625E-09,+3.0522613041104E+00,-1.9019472161307E+00,-13.2663315162E-03
+44.3750E-09,+3.0120602995158E+00,-1.9823492253197E+00,-15.2763817459E-03
+44.6875E-09,+2.9718592949213E+00,-2.0225502299144E+00,-16.0804018378E-03
+45.0000E-09,+2.9316582903267E+00,-2.0451632949989E+00,-16.4824118838E-03
+45.3125E-09,+2.8688442206477E+00,-2.0627512345090E+00,-16.8844219297E-03
+45.6250E-09,+2.8110552765431E+00,-2.1029522391035E+00,-17.6884420216E-03
+45.9375E-09,+2.7306532673540E+00,-2.1431532436981E+00,-17.2864319757E-03
+46.2500E-09,+2.6100502535704E+00,-2.2235552528871E+00,-16.4824118838E-03
+46.5625E-09,+2.5296482443812E+00,-2.2235552528873E+00,-16.8090450461E-03
+46.8750E-09,+2.4944723653608E+00,-2.2235552528873E+00,-17.2864319757E-03
+47.1875E-09,+2.4492462351919E+00,-2.2637562574818E+00,-20.1005022973E-03
+47.5000E-09,+2.3688442260029E+00,-2.2637562574819E+00,-21.7085424811E-03
+47.8125E-09,+2.2884422168138E+00,-2.2863693225663E+00,-22.1356781549E-03
+48.1250E-09,+2.2231155843476E+00,-2.3039572620764E+00,-22.5125625730E-03
+48.4375E-09,+2.1678392030300E+00,-2.3843592712654E+00,-22.9145726189E-03
+48.7500E-09,+2.1276381984354E+00,-2.4245602758600E+00,-24.5226128027E-03
+49.0625E-09,+2.0070351846519E+00,-2.4245602758601E+00,-23.7185927108E-03
+49.3750E-09,+1.9266331754627E+00,-2.4446607781574E+00,-23.2160801534E-03
+49.6875E-09,+1.8713567941451E+00,-2.4647612804546E+00,-22.5125625730E-03
+50.0000E-09,+1.8060301616790E+00,-2.4245602758602E+00,-23.3165826648E-03
+50.3125E-09,+1.7256281524899E+00,-2.5049622850491E+00,-24.5226128027E-03
+50.6250E-09,+1.6452261433007E+00,-2.4823492199649E+00,-24.7487434535E-03
+50.9375E-09,+1.5748743852602E+00,-2.4647612804547E+00,-24.9246228486E-03
+51.2500E-09,+1.5246231295170E+00,-2.5049622850492E+00,-25.3266328946E-03
+51.5625E-09,+1.5246231295168E+00,-2.5049622850493E+00,-25.7286429405E-03
+51.8750E-09,+1.4442211203279E+00,-2.4647612804548E+00,-26.1306529865E-03
+52.1875E-09,+1.3236181065443E+00,-2.4647612804547E+00,-25.9547735914E-03
+52.5000E-09,+1.2834171019496E+00,-2.4647612804547E+00,-25.7286429405E-03
+52.8125E-09,+1.2432160973550E+00,-2.5049622850492E+00,-26.1306529865E-03
+53.1250E-09,+1.2030150927604E+00,-2.5049622850493E+00,-26.9346730784E-03
+53.4375E-09,+1.1226130835714E+00,-2.5049622850493E+00,-27.1859293571E-03
+53.7500E-09,+1.0974874556997E+00,-2.4898869083263E+00,-27.3366831243E-03
+54.0625E-09,+1.0824120789767E+00,-2.4647612804548E+00,-27.7386931702E-03
+54.3750E-09,+1.0020100697877E+00,-2.4647612804547E+00,-28.1407032162E-03
+54.6875E-09,+921.6080605986E-03,-2.4647612804547E+00,-28.5427132621E-03
+55.0000E-09,+921.6080605984E-03,-2.4647612804547E+00,-28.3668338670E-03
+55.3125E-09,+878.8944932168E-03,-2.4647612804547E+00,-28.1407032162E-03
+55.6250E-09,+841.2060514093E-03,-2.4647612804547E+00,-28.1407032162E-03
+55.9375E-09,+801.0050468148E-03,-2.4245602758602E+00,-28.9447233081E-03
+56.2500E-09,+760.8040422202E-03,-2.4245602758601E+00,-30.5527634919E-03
+56.5625E-09,+720.6030376257E-03,-2.3918969596271E+00,-31.0552760493E-03
+56.8750E-09,+703.0150981155E-03,-2.3441582666711E+00,-31.7587936297E-03
+57.1875E-09,+680.4020330311E-03,-2.3843592712655E+00,-32.5628137216E-03
+57.5000E-09,+640.2010284365E-03,-2.3441582666711E+00,-36.5829141810E-03
+57.8125E-09,+600.0000238420E-03,-2.3240577643738E+00,-35.3266327875E-03
+58.1250E-09,+577.3869587575E-03,-2.3039572620765E+00,-34.1708539054E-03
+58.4375E-09,+559.7990192473E-03,-2.3039572620764E+00,-30.9547735378E-03
+58.7500E-09,+559.7990192473E-03,-2.2637562574820E+00,-28.9447233081E-03
+59.0625E-09,+519.5980146528E-03,-2.2637562574819E+00,-31.7587936297E-03
+59.3750E-09,+439.1960054638E-03,-2.2461683179718E+00,-32.6381906052E-03
+59.6875E-09,+439.1960054636E-03,-2.2235552528874E+00,-33.7688438594E-03
+60.0000E-09,+439.1960054636E-03,-2.1833542482929E+00,-32.5628137216E-03
+60.3125E-09,+398.9950008692E-03,-2.1833542482927E+00,-31.7587936297E-03
+60.6250E-09,+358.7939962746E-03,-2.1607411832084E+00,-31.3316579559E-03
+60.9375E-09,+358.7939962745E-03,-2.1431532436982E+00,-30.9547735378E-03
+61.2500E-09,+358.7939962745E-03,-2.0627512345093E+00,-30.5527634919E-03
+61.5625E-09,+358.7939962745E-03,-2.0225502299146E+00,-30.5527634919E-03
+61.8750E-09,+278.3919870856E-03,-1.9823492253200E+00,-30.9547735378E-03
+62.1875E-09,+278.3919870853E-03,-1.9823492253199E+00,-31.3316579559E-03
+62.5000E-09,+278.3919870853E-03,-1.9823492253199E+00,-31.7587936297E-03
+62.8125E-09,+278.3919870853E-03,-1.9019472161310E+00,-31.7587936297E-03
+63.1250E-09,+278.3919870853E-03,-1.8215452069419E+00,-32.1608036757E-03
+63.4375E-09,+197.9899778965E-03,-1.8215452069417E+00,-30.9798991657E-03
+63.7500E-09,+197.9899778962E-03,-1.8215452069417E+00,-30.1507534459E-03
+64.0625E-09,+197.9899778962E-03,-1.8215452069417E+00,-30.9547735378E-03
+64.3750E-09,+197.9899778962E-03,-1.7813442023472E+00,-29.7487434000E-03
+64.6875E-09,+197.9899778962E-03,-1.7411431977527E+00,-30.1507534459E-03
+65.0000E-09,+197.9899778962E-03,-1.7411431977525E+00,-30.3517584689E-03
+65.3125E-09,+197.9899778962E-03,-1.7411431977525E+00,-30.5527634919E-03
+65.6250E-09,+197.9899778962E-03,-1.7009421931581E+00,-30.9547735378E-03
+65.9375E-09,+157.7889733018E-03,-1.6607411885635E+00,-30.5527634919E-03
+66.2500E-09,+117.5879687072E-03,-1.5803391793745E+00,-30.5527634919E-03
+66.5625E-09,+157.7889733015E-03,-1.5652638026514E+00,-30.2512559574E-03
+66.8750E-09,+122.6130942815E-03,-1.5401381747798E+00,-29.7487434000E-03
+67.1875E-09,+77.3869641127E-03,-1.4999371701853E+00,-28.9447233081E-03
+67.5000E-09,+117.5879687070E-03,-1.4597361655907E+00,-28.1407032162E-03
+67.8125E-09,+117.5879687071E-03,-1.4597361655906E+00,-28.5678388900E-03
+68.1250E-09,+94.9749036227E-03,-1.4597361655906E+00,-28.9447233081E-03
+68.4375E-09,+77.3869641126E-03,-1.4195351609962E+00,-27.7386931703E-03
+68.7500E-09,+77.3869641125E-03,-1.4195351609960E+00,-26.5326630324E-03
+69.0625E-09,+77.3869641125E-03,-1.3391331518072E+00,-26.5326630324E-03
+69.3750E-09,+77.3869641125E-03,-1.3215452122968E+00,-26.8844218226E-03
+69.6875E-09,+94.9749036226E-03,-1.2989321472124E+00,-27.3366831243E-03
+70.0000E-09,+117.5879687070E-03,-1.2587311426179E+00,-26.5326630324E-03
+70.3125E-09,+77.3869641126E-03,-1.2185301380233E+00,-27.7386931702E-03
+70.6250E-09,+37.1859595181E-03,-1.1733040078545E+00,-29.5477383770E-03
+70.9375E-09,+59.7990246023E-03,-1.1381281288342E+00,-30.9547735378E-03
+71.2500E-09,+77.3869641125E-03,-1.1783291334285E+00,-32.1608036756E-03
+71.5625E-09,+77.3869641125E-03,-1.1381281288342E+00,-29.7487434000E-03
+71.8750E-09,+37.1859595181E-03,-1.1381281288341E+00,-26.9346730784E-03
+72.1875E-09,+77.3869641124E-03,-1.1004396870268E+00,-26.7587936833E-03
+72.5000E-09,+57.2864618153E-03,-1.0577261196451E+00,-26.5326630324E-03
+72.8125E-09,+37.1859595180E-03,-1.0175251150505E+00,-26.9346730784E-03
+73.1250E-09,+77.3869641124E-03,-1.0175251150504E+00,-25.7286429405E-03
+73.4375E-09,+37.1859595181E-03,-937.1231058615E-03,-25.9798992192E-03
+73.7500E-09,+37.1859595180E-03,-937.1231058612E-03,-26.1306529865E-03
+74.0625E-09,+37.1859595180E-03,-937.1231058612E-03,-24.9246228486E-03
+74.3750E-09,+77.3869641124E-03,-896.9221012668E-03,-23.7185927108E-03
+74.6875E-09,+37.1859595181E-03,-856.7210966723E-03,-21.3065324351E-03
+75.0000E-09,+37.1859595180E-03,-836.6205943749E-03,-21.1306530400E-03
+75.3125E-09,+37.1859595180E-03,-816.5200920776E-03,-20.9045223892E-03
+75.6250E-09,+37.1859595180E-03,-776.3190874831E-03,-20.5025123432E-03
+75.9375E-09,+37.1859595180E-03,-695.9170782941E-03,-20.1005022973E-03
+76.2500E-09,+37.1859595180E-03,-695.9170782939E-03,-19.2964822054E-03
+76.5625E-09,+37.1859595180E-03,-680.8417015710E-03,-18.9949746709E-03
+76.8750E-09,+19.5980200079E-03,-655.7160736994E-03,-18.4924621135E-03
+77.1875E-09,-3.0150450765E-03,-575.3140645104E-03,-17.2864319757E-03
+77.5000E-09,-3.0150450766E-03,-575.3140645102E-03,-16.8844219297E-03
+77.8125E-09,-3.0150450766E-03,-532.6004971286E-03,-16.2562812329E-03
+78.1250E-09,-3.0150450766E-03,-494.9120553212E-03,-15.6783917919E-03
+78.4375E-09,-3.0150450766E-03,-414.5100461322E-03,-14.8743717000E-03
+78.7500E-09,-3.0150450766E-03,-334.1080369431E-03,-14.0703516081E-03
+79.0625E-09,-3.0150450766E-03,-253.7060277539E-03,-14.0703516081E-03
+79.3750E-09,-3.0150450766E-03,-218.5301487335E-03,-13.7437184458E-03
+79.6875E-09,-3.0150450766E-03,-173.3040185647E-03,-13.2663315162E-03
+80.0000E-09,-3.0150450766E-03,-173.3040185645E-03,-12.4623114243E-03
+80.3125E-09,+37.1859595178E-03,-52.7010047813E-03,-11.6582913324E-03
+80.6250E-09,+37.1859595180E-03,-30.0879396965E-03,-11.2311556586E-03
+80.9375E-09,+37.1859595180E-03,-12.5000001863E-03,-10.8542712405E-03
+81.2500E-09,+37.1859595180E-03,+67.9020090026E-03,-10.8542712405E-03
+81.5625E-09,+37.1859595180E-03,+67.9020090029E-03,-10.8542712405E-03
+81.8750E-09,-3.0150450765E-03,+228.7060273805E-03,-11.2562812865E-03
+82.1875E-09,-3.0150450766E-03,+208.6055250839E-03,-12.2110551456E-03
+82.5000E-09,-3.0150450766E-03,+188.5050227866E-03,-13.2663315162E-03
+82.8125E-09,-3.0150450766E-03,+309.1080365698E-03,-12.8643214703E-03
+83.1250E-09,-3.0150450766E-03,+349.3090411647E-03,-7.6381908730E-03
+83.4375E-09,+37.1859595178E-03,+469.9120549481E-03,-5.0502512022E-03
+83.7500E-09,+12.0603316464E-03,+484.9874316714E-03,-3.2160803676E-03
+84.0625E-09,-3.0150450766E-03,+510.1130595430E-03,-2.8140703216E-03
+84.3750E-09,-3.0150450766E-03,+550.3140641375E-03,-5.2261305973E-03
+84.6875E-09,+37.1859595178E-03,+670.9170779209E-03,-4.4221105054E-03
+85.0000E-09,-3.0150450765E-03,+670.9170779213E-03,-3.8442210644E-03
+85.3125E-09,-3.0150450766E-03,+670.9170779213E-03,-3.2160803676E-03
+85.6250E-09,-3.0150450766E-03,+791.5200917046E-03,-402.0100460E-06
+85.9375E-09,-3.0150450766E-03,+871.9221008939E-03,+402.0100459E-06
+86.2500E-09,-3.0150450766E-03,+912.1231054886E-03,+1.6080401838E-03
+86.5625E-09,-3.0150450766E-03,+944.7864217217E-03,+1.9095477182E-03
+86.8750E-09,-3.0150450766E-03,+992.5251146777E-03,+2.4120602757E-03
+87.1875E-09,-3.0150450766E-03,+1.0729271238667E+00,+2.0100502297E-03
+87.5000E-09,-3.0150450766E-03,+1.1533291330558E+00,+1.6080401838E-03
+87.8125E-09,+37.1859595178E-03,+1.1734296353533E+00,+2.8643215774E-03
+88.1250E-09,-8.0401706508E-03,+1.1935301376506E+00,+4.0201004595E-03
+88.4375E-09,-43.2160496710E-03,+1.2337311422451E+00,+4.4221105054E-03
+88.7500E-09,+37.1859595176E-03,+1.3945351606229E+00,+5.6281406432E-03
+89.0625E-09,-3.0150450765E-03,+1.3945351606235E+00,+7.2361808270E-03
+89.3750E-09,-43.2160496710E-03,+1.4498115419408E+00,+7.3869345943E-03
+89.6875E-09,-25.6281101611E-03,+1.5151381744069E+00,+7.6381908730E-03
+90.0000E-09,-3.0150450767E-03,+1.5151381744072E+00,+8.0402009189E-03
+90.3125E-09,-3.0150450766E-03,+1.5955401835960E+00,+8.4422109649E-03
+90.6250E-09,-3.0150450766E-03,+1.6407663137650E+00,+9.0954772895E-03
+90.9375E-09,+19.5980200077E-03,+1.6759421927853E+00,+9.6482411027E-03
+91.2500E-09,+37.1859595179E-03,+1.6759421927854E+00,+10.0502511486E-03
+91.5625E-09,+117.5879687068E-03,+1.7563442019743E+00,+10.8542712405E-03
+91.8750E-09,+77.3869641127E-03,+1.7965452065690E+00,+12.4623114243E-03
+92.1875E-09,+157.7889733013E-03,+1.8342336483764E+00,+12.6381908194E-03
+92.5000E-09,+157.7889733016E-03,+1.8769472157581E+00,+12.8643214703E-03
+92.8125E-09,+157.7889733016E-03,+1.9573492249471E+00,+13.2663315162E-03
+93.1250E-09,+238.1909824905E-03,+1.9975502295418E+00,+14.0703516081E-03
+93.4375E-09,+278.3919870852E-03,+2.0377512341364E+00,+15.2512561181E-03
+93.7500E-09,+278.3919870853E-03,+2.0679019875823E+00,+16.0804018378E-03
+94.0625E-09,+278.3919870853E-03,+2.1181532433255E+00,+16.4824118838E-03
+94.3750E-09,+398.9950008686E-03,+2.1583542479201E+00,+17.2864319757E-03
+94.6875E-09,+439.1960054634E-03,+2.1985552525146E+00,+16.8844219297E-03
+95.0000E-09,+519.5980146524E-03,+2.2186557548120E+00,+16.6834169067E-03
+95.3125E-09,+559.7990192471E-03,+2.2387562571093E+00,+16.4824118838E-03
+95.6250E-09,+600.0000238417E-03,+2.2789572617038E+00,+10.0502511487E-03
+95.9375E-09,+680.4020330307E-03,+2.2789572617039E+00,+4.0201004595E-03
+96.2500E-09,+720.6030376254E-03,+2.3593592708927E+00,+7.6381908730E-03
+96.5625E-09,+841.2060514088E-03,+2.3744346476159E+00,+10.2261305437E-03
+96.8750E-09,+888.9447443651E-03,+2.3995602754875E+00,+14.0703516081E-03
+97.1875E-09,+961.8090651926E-03,+2.4799622846764E+00,+18.4924621135E-03
+97.5000E-09,+1.0020100697873E+00,+2.4397612800823E+00,+17.2864319757E-03
+97.8125E-09,+1.0824120789763E+00,+2.5050879125481E+00,+17.6884420216E-03
+98.1250E-09,+1.1452261486554E+00,+2.5603642938656E+00,+18.0904520676E-03
+98.4375E-09,+1.2030150927601E+00,+2.5603642938659E+00,+18.0904520676E-03
+98.7500E-09,+1.3236181065435E+00,+2.5603642938659E+00,+19.6984922513E-03
+99.0625E-09,+1.4040201157328E+00,+2.5603642938659E+00,+21.3065324351E-03
+99.3750E-09,+1.4040201157332E+00,+2.5779522333759E+00,+22.3366831779E-03
+99.6875E-09,+1.4743718737734E+00,+2.6005652984603E+00,+23.7185927108E-03
