x-axis,1,2,3
second,Volt,Volt,Volt
-73.1250E-09,+3.3085427084006E+00,+791.5200917050E-03,+18.8944721594E-03
-72.8125E-09,+3.3336683362722E+00,+711.1180825160E-03,+18.4924621135E-03
-72.5000E-09,+3.3738693408668E+00,+670.9170779214E-03,+18.4924621135E-03
-72.1875E-09,+3.3336683362723E+00,+648.3040128369E-03,+18.4924621135E-03
-71.8750E-09,+3.3336683362722E+00,+630.7160733268E-03,+18.4924621135E-03
-71.5625E-09,+3.3336683362722E+00,+550.3140641377E-03,+17.2864319757E-03
-71.2500E-09,+3.3738693408668E+00,+510.1130595431E-03,+16.0804018378E-03
-70.9375E-09,+3.3336683362723E+00,+469.9120549485E-03,+16.4824118838E-03
-70.6250E-09,+3.3336683362722E+00,+412.1231108439E-03,+15.7788943034E-03
-70.3125E-09,+3.3336683362722E+00,+349.3090411649E-03,+14.8743717000E-03
-70.0000E-09,+3.3336683362722E+00,+309.1080365703E-03,+14.4723616540E-03
-69.6875E-09,+3.3336683362722E+00,+309.1080365703E-03,+14.0703516081E-03
-69.3750E-09,+3.3336683362722E+00,+261.3693436142E-03,+13.6180903064E-03
-69.0625E-09,+3.3336683362722E+00,+228.7060273812E-03,+13.2663315162E-03
-68.7500E-09,+3.3336683362722E+00,+108.1030135975E-03,+12.0603013784E-03
-68.4375E-09,+3.3336683362722E+00,+67.9020090029E-03,+10.0502511486E-03
-68.1250E-09,+3.3738693408668E+00,-12.5000001862E-03,+7.6381908730E-03
-67.8125E-09,+3.3738693408668E+00,-52.7010047808E-03,+6.1306532007E-03
-67.5000E-09,+3.3738693408668E+00,-92.9020093754E-03,+4.4221105054E-03
-67.1875E-09,+3.3738693408668E+00,-92.9020093754E-03,+1.2060301378E-03
-66.8750E-09,+3.3738693408668E+00,-213.5050231590E-03,+5.2261305973E-03
-66.5625E-09,+3.3738693408668E+00,-253.7060277536E-03,+7.1105526877E-03
-66.2500E-09,+3.3738693408668E+00,-286.3693439867E-03,+8.4422109649E-03
-65.9375E-09,+3.3738693408668E+00,-334.1080369427E-03,+6.4321607351E-03
-65.6250E-09,+3.3738693408668E+00,-454.7110507264E-03,+2.8140703216E-03
-65.3125E-09,+3.3738693408668E+00,-494.9120553210E-03,+804.0200919E-06
-65.0000E-09,+3.3738693408668E+00,-517.5251204055E-03,+1.3819095329E-03
-64.6875E-09,+3.3738693408668E+00,-535.1130599156E-03,+2.0100502297E-03
-64.3750E-09,+3.3738693408668E+00,-655.7160736992E-03,+2.8140703216E-03
-64.0625E-09,+3.3738693408668E+00,-695.9170782938E-03,+2.4120602757E-03
-63.7500E-09,+3.3738693408668E+00,-776.3190874829E-03,+2.4120602757E-03
-63.4375E-09,+3.3738693408668E+00,-776.3190874830E-03,+1.7587939510E-03
-63.1250E-09,+3.3738693408668E+00,-776.3190874830E-03,+804.0200919E-06
-62.8125E-09,+3.3738693408668E+00,-937.1231058611E-03,-804.0200919E-06
-62.5000E-09,+3.3738693408668E+00,-977.3241104558E-03,-2.8140703216E-03
-62.1875E-09,+3.3738693408668E+00,-1.0225502406246E+00,-3.2412059954E-03
-61.8750E-09,+3.3738693408668E+00,-1.0577261196449E+00,-3.6180904135E-03
-61.5625E-09,+3.3738693408668E+00,-1.0979271242395E+00,-3.6180904135E-03
-61.2500E-09,+3.3738693408668E+00,-1.1381281288340E+00,-4.0201004595E-03
-60.9375E-09,+3.3738693408668E+00,-1.1783291334286E+00,-4.0201004595E-03
-60.6250E-09,+3.3738693408668E+00,-1.2361180775333E+00,-4.7236180399E-03
-60.3125E-09,+3.3738693408668E+00,-1.2989321472123E+00,-5.6281406432E-03
-60.0000E-09,+3.3738693408668E+00,-1.3391331518068E+00,-6.0301506892E-03
-59.6875E-09,+3.3738693408668E+00,-1.4195351609959E+00,-7.6381908730E-03
-59.3750E-09,+3.4140703454613E+00,-1.4446607888676E+00,-8.0904521747E-03
-59.0625E-09,+3.3663316525054E+00,-1.4597361655906E+00,-8.4422109649E-03
-58.7500E-09,+3.3336683362723E+00,-1.5401381747796E+00,-9.6482411027E-03
-58.4375E-09,+3.3336683362722E+00,-1.5803391793742E+00,-10.0502511486E-03
-58.1250E-09,+3.2934673316777E+00,-1.6607411885633E+00,-10.0502511486E-03
-57.8125E-09,+3.2934673316777E+00,-1.6808416908607E+00,-10.0502511486E-03
-57.5000E-09,+3.2733668293804E+00,-1.7009421931580E+00,-10.0502511486E-03
-57.1875E-09,+3.2532663270831E+00,-1.7813442023470E+00,-12.0603013784E-03
-56.8750E-09,+3.1728643178941E+00,-1.7813442023471E+00,-12.0603013784E-03
-56.5625E-09,+3.1326633132995E+00,-1.8617462115361E+00,-12.0603013784E-03
-56.2500E-09,+3.1075376854279E+00,-1.8944095277693E+00,-12.0603013784E-03
-55.9375E-09,+3.0924623087049E+00,-1.9421482207253E+00,-13.2663315162E-03
-55.6250E-09,+3.0522613041103E+00,-1.9421482207254E+00,-14.0703516081E-03
-55.3125E-09,+2.9718592949213E+00,-2.0225502299144E+00,-15.6783917919E-03
-55.0000E-09,+2.8914572857321E+00,-2.0451632949989E+00,-16.2814068608E-03
-54.6875E-09,+2.8688442206476E+00,-2.0627512345090E+00,-16.8844219297E-03
-54.3750E-09,+2.8512562811375E+00,-2.1029522391036E+00,-18.0904520676E-03
-54.0625E-09,+2.7306532673539E+00,-2.1431532436981E+00,-17.6884420216E-03
-53.7500E-09,+2.6904522627593E+00,-2.2235552528872E+00,-16.0804018378E-03
-53.4375E-09,+2.6100502535702E+00,-2.2411431923974E+00,-16.4070350002E-03
-53.1250E-09,+2.5422110583169E+00,-2.2637562574818E+00,-16.8844219297E-03
-52.8125E-09,+2.4492462351920E+00,-2.3039572620764E+00,-19.6984922513E-03
-52.5000E-09,+2.4090452305973E+00,-2.3039572620764E+00,-21.3065324351E-03
-52.1875E-09,+2.2884422168137E+00,-2.3265703271609E+00,-21.7336681089E-03
-51.8750E-09,+2.2432160866448E+00,-2.3441582666710E+00,-22.1105525270E-03
-51.5625E-09,+2.2080402076245E+00,-2.3441582666710E+00,-22.9145726189E-03
-51.2500E-09,+2.1276381984354E+00,-2.4245602758600E+00,-23.7185927108E-03
-50.9375E-09,+2.0070351846518E+00,-2.3843592712656E+00,-23.3165826648E-03
-50.6250E-09,+1.8864321708681E+00,-2.4220477130729E+00,-23.1658288976E-03
-50.3125E-09,+1.8663316685707E+00,-2.4647612804546E+00,-22.9145726189E-03
-50.0000E-09,+1.8462311662734E+00,-2.4647612804547E+00,-21.7085424811E-03
-49.6875E-09,+1.7256281524899E+00,-2.5049622850492E+00,-23.7185927108E-03
-49.3750E-09,+1.6452261433007E+00,-2.5049622850493E+00,-23.9447233616E-03
-49.0625E-09,+1.5974874503446E+00,-2.5049622850493E+00,-24.1206027567E-03
-48.7500E-09,+1.5648241341115E+00,-2.5049622850493E+00,-24.5226128027E-03
-48.4375E-09,+1.5246231295169E+00,-2.4647612804548E+00,-25.3266328946E-03
-48.1250E-09,+1.4040201157333E+00,-2.5049622850492E+00,-25.3266328946E-03
-47.8125E-09,+1.4040201157332E+00,-2.5049622850493E+00,-25.3266328946E-03
-47.5000E-09,+1.3462311716286E+00,-2.5049622850493E+00,-25.3266328946E-03
-47.1875E-09,+1.2834171019496E+00,-2.5049622850493E+00,-25.7286429405E-03
-46.8750E-09,+1.2432160973550E+00,-2.5049622850493E+00,-26.1306529865E-03
-46.5625E-09,+1.1226130835714E+00,-2.4647612804548E+00,-26.3819092652E-03
-46.2500E-09,+1.0974874556996E+00,-2.4496859037318E+00,-26.5326630324E-03
-45.9375E-09,+1.0824120789767E+00,-2.4245602758602E+00,-26.9346730784E-03
-45.6250E-09,+1.0422110743821E+00,-2.4647612804546E+00,-27.7386931702E-03
-45.3125E-09,+961.8090651931E-03,-2.4647612804547E+00,-28.1407032162E-03
-45.0000E-09,+921.6080605984E-03,-2.4647612804547E+00,-28.3417082392E-03
-44.6875E-09,+898.9949955140E-03,-2.4647612804547E+00,-28.5427132621E-03
-44.3750E-09,+881.4070560038E-03,-2.4245602758602E+00,-28.5427132621E-03
-44.0625E-09,+801.0050468148E-03,-2.4245602758601E+00,-29.3467333540E-03
-43.7500E-09,+760.8040422202E-03,-2.4245602758601E+00,-30.1507534459E-03
-43.4375E-09,+720.6030376256E-03,-2.3918969596271E+00,-30.4773866083E-03
-43.1250E-09,+720.6030376256E-03,-2.3441582666711E+00,-30.9547735378E-03
-42.8125E-09,+720.6030376256E-03,-2.3441582666710E+00,-33.3668338135E-03
-42.5000E-09,+680.4020330311E-03,-2.3039572620765E+00,-36.1809041351E-03
-42.1875E-09,+600.0000238420E-03,-2.2838567597792E+00,-35.3517584153E-03
-41.8750E-09,+577.3869587575E-03,-2.2637562574819E+00,-34.5728639513E-03
-41.5625E-09,+559.7990192473E-03,-2.3039572620764E+00,-30.9547735378E-03
-41.2500E-09,+559.7990192473E-03,-2.2637562574820E+00,-29.7487434000E-03
-40.9375E-09,+519.5980146528E-03,-2.2637562574819E+00,-31.3567835838E-03
-40.6250E-09,+479.3970100582E-03,-2.2461683179718E+00,-32.2361805593E-03
-40.3125E-09,+479.3970100582E-03,-2.2235552528874E+00,-33.3668338135E-03
-40.0000E-09,+479.3970100582E-03,-2.1833542482928E+00,-32.5628137216E-03
-39.6875E-09,+398.9950008692E-03,-2.1431532436983E+00,-31.3567835838E-03
-39.3750E-09,+398.9950008690E-03,-2.1205401786138E+00,-31.1557785608E-03
-39.0625E-09,+373.8693729975E-03,-2.1029522391037E+00,-30.9547735378E-03
-38.7500E-09,+358.7939962745E-03,-2.1029522391036E+00,-30.9547735378E-03
-38.4375E-09,+358.7939962745E-03,-2.0225502299146E+00,-30.5527634919E-03
-38.1250E-09,+318.5929916800E-03,-1.9823492253200E+00,-30.9547735378E-03
-37.8125E-09,+278.3919870854E-03,-1.9647612858098E+00,-31.5326629789E-03
-37.5000E-09,+278.3919870853E-03,-1.9421482207254E+00,-32.1608036757E-03
-37.1875E-09,+278.3919870853E-03,-1.9019472161309E+00,-31.3567835838E-03
-36.8750E-09,+278.3919870853E-03,-1.9019472161308E+00,-31.3567835838E-03
-36.5625E-09,+238.1909824909E-03,-1.8215452069418E+00,-30.9045222821E-03
-36.2500E-09,+213.0653546192E-03,-1.8215452069417E+00,-30.5527634919E-03
-35.9375E-09,+197.9899778962E-03,-1.8215452069417E+00,-30.1507534459E-03
-35.6250E-09,+197.9899778962E-03,-1.7813442023472E+00,-30.1507534459E-03
-35.3125E-09,+197.9899778962E-03,-1.7009421931581E+00,-30.5527634919E-03
-35.0000E-09,+157.7889733017E-03,-1.7009421931580E+00,-30.7537685148E-03
-34.6875E-09,+157.7889733016E-03,-1.7009421931580E+00,-30.9547735378E-03
-34.3750E-09,+157.7889733016E-03,-1.6607411885635E+00,-30.5527634919E-03
-34.0625E-09,+117.5879687072E-03,-1.5803391793744E+00,-30.9547735378E-03
-33.7500E-09,+157.7889733016E-03,-1.5803391793743E+00,-30.5527634919E-03
-33.4375E-09,+117.5879687072E-03,-1.5652638026514E+00,-30.2512559574E-03
-33.1250E-09,+132.6633454300E-03,-1.5401381747798E+00,-29.7487434000E-03
-32.8125E-09,+157.7889733016E-03,-1.4999371701852E+00,-29.3467333540E-03
-32.5000E-09,+157.7889733016E-03,-1.4597361655907E+00,-28.1407032162E-03
-32.1875E-09,+77.3869641127E-03,-1.4396356632933E+00,-28.5678388900E-03
-31.8750E-09,+77.3869641125E-03,-1.4195351609961E+00,-28.9447233081E-03
-31.5625E-09,+77.3869641125E-03,-1.3793341564015E+00,-28.1407032162E-03
-31.2500E-09,+77.3869641125E-03,-1.3391331518070E+00,-26.9346730784E-03
-30.9375E-09,+117.5879687070E-03,-1.3391331518069E+00,-26.9346730784E-03
-30.6250E-09,+77.3869641126E-03,-1.3215452122968E+00,-27.1105524735E-03
-30.3125E-09,+77.3869641125E-03,-1.2989321472124E+00,-27.3366831243E-03
-30.0000E-09,+77.3869641125E-03,-1.2989321472123E+00,-26.5326630324E-03
-29.6875E-09,+77.3869641125E-03,-1.1783291334289E+00,-27.7386931702E-03
-29.3750E-09,+77.3869641125E-03,-1.1783291334286E+00,-29.7738690278E-03
-29.0625E-09,+77.3869641125E-03,-1.1783291334286E+00,-31.3567835838E-03
-28.7500E-09,+77.3869641125E-03,-1.1381281288342E+00,-31.7587936297E-03
-28.4375E-09,+77.3869641125E-03,-1.1381281288341E+00,-30.1507534459E-03
-28.1250E-09,+77.3869641125E-03,-1.0979271242396E+00,-26.1306529865E-03
-27.8125E-09,+37.1859595180E-03,-1.0979271242395E+00,-26.3316580094E-03
-27.5000E-09,+54.7738990280E-03,-1.0979271242395E+00,-26.5326630324E-03
-27.1875E-09,+77.3869641125E-03,-1.0175251150505E+00,-26.1306529865E-03
-26.8750E-09,+77.3869641125E-03,-977.3241104559E-03,-26.1306529865E-03
-26.5625E-09,+37.1859595180E-03,-937.1231058613E-03,-25.9045223356E-03
-26.2500E-09,+37.1859595180E-03,-937.1231058612E-03,-25.7286429405E-03
-25.9375E-09,+37.1859595180E-03,-937.1231058612E-03,-25.3266328946E-03
-25.6250E-09,+37.1859595180E-03,-896.9221012668E-03,-22.9145726189E-03
-25.3125E-09,+77.3869641124E-03,-856.7210966722E-03,-21.3065324351E-03
-25.0000E-09,+37.1859595180E-03,-836.6205943749E-03,-20.9296480170E-03
-24.6875E-09,+37.1859595180E-03,-816.5200920776E-03,-20.5025123432E-03
-24.3750E-09,+37.1859595180E-03,-776.3190874831E-03,-20.5025123432E-03
-24.0625E-09,+37.1859595180E-03,-695.9170782940E-03,-20.1005022973E-03
-23.7500E-09,+37.1859595180E-03,-655.7160736994E-03,-19.6984922513E-03
-23.4375E-09,+77.3869641124E-03,-640.6406969764E-03,-19.2211053218E-03
-23.1250E-09,+42.2110850924E-03,-615.5150691048E-03,-18.4924621135E-03
-22.8125E-09,-3.0150450765E-03,-575.3140645103E-03,-17.2864319757E-03
-22.5000E-09,+37.1859595179E-03,-494.9120553212E-03,-16.4824118838E-03
-22.1875E-09,+37.1859595180E-03,-474.8115530238E-03,-16.0804018378E-03
-21.8750E-09,+37.1859595180E-03,-454.7110507265E-03,-15.6783917919E-03
-21.5625E-09,+37.1859595180E-03,-454.7110507265E-03,-15.2763817459E-03
-21.2500E-09,+37.1859595180E-03,-334.1080369430E-03,-14.8743717000E-03
-20.9375E-09,-3.0150450765E-03,-293.9070323483E-03,-14.0703516081E-03
-20.6250E-09,+37.1859595179E-03,-276.3190928381E-03,-13.5678390507E-03
-20.3125E-09,+37.1859595180E-03,-253.7060277537E-03,-12.8643214703E-03
-20.0000E-09,+37.1859595180E-03,-133.1030139702E-03,-12.0603013784E-03
-19.6875E-09,-3.0150450765E-03,-133.1030139700E-03,-11.2562812865E-03
-19.3750E-09,+77.3869641124E-03,-62.7512559296E-03,-11.0552762635E-03
-19.0625E-09,+29.6482711566E-03,-12.5000001864E-03,-10.8542712405E-03
-18.7500E-09,-3.0150450765E-03,-12.5000001863E-03,-10.4522611946E-03
-18.4375E-09,-3.0150450766E-03,+108.1030135972E-03,-10.8542712405E-03
-18.1250E-09,+37.1859595179E-03,+148.3040181919E-03,-11.2562812865E-03
-17.8125E-09,+37.1859595180E-03,+165.8919577021E-03,-12.0100501226E-03
-17.5000E-09,+37.1859595180E-03,+188.5050227865E-03,-12.8643214703E-03
-17.1875E-09,+37.1859595180E-03,+309.1080365700E-03,-13.2663315162E-03
-16.8750E-09,-3.0150450765E-03,+389.5100457592E-03,-7.6381908730E-03
-16.5625E-09,+37.1859595179E-03,+429.7110503539E-03,-4.7989949235E-03
-16.2500E-09,+12.0603316464E-03,+459.8618037998E-03,-2.8140703216E-03
-15.9375E-09,-3.0150450766E-03,+510.1130595430E-03,-2.8140703216E-03
-15.6250E-09,-3.0150450766E-03,+550.3140641376E-03,-5.2261305973E-03
-15.3125E-09,+37.1859595179E-03,+670.9170779211E-03,-5.2261305973E-03
-15.0000E-09,-3.0150450765E-03,+711.1180825158E-03,-4.2462311103E-03
-14.6875E-09,-3.0150450766E-03,+751.3190871104E-03,-3.2160803676E-03
-14.3750E-09,-3.0150450766E-03,+711.1180825160E-03,-402.0100460E-06
-14.0625E-09,-3.0150450766E-03,+871.9221008938E-03,-402.0100459E-06
-13.7500E-09,-3.0150450766E-03,+912.1231054886E-03,+1.6080401838E-03
-13.4375E-09,+37.1859595179E-03,+944.7864217217E-03,+1.7587939510E-03
-13.1250E-09,+19.5980200079E-03,+992.5251146777E-03,+2.0100502297E-03
-12.8125E-09,-3.0150450766E-03,+1.0729271238668E+00,+2.8140703216E-03
-12.5000E-09,-3.0150450766E-03,+1.1533291330559E+00,+2.0100502297E-03
-12.1875E-09,+37.1859595179E-03,+1.1960427004377E+00,+2.8391959495E-03
-11.8750E-09,+14.5728944336E-03,+1.2337311422452E+00,+3.6180904135E-03
-11.5625E-09,-3.0150450766E-03,+1.2739321468397E+00,+5.6281406432E-03
-11.2500E-09,+37.1859595179E-03,+1.3141331514343E+00,+6.4321607351E-03
-10.9375E-09,-3.0150450765E-03,+1.4347361652178E+00,+7.2361808270E-03
-10.6250E-09,-3.0150450766E-03,+1.4523241047281E+00,+7.5628139894E-03
-10.3125E-09,-3.0150450766E-03,+1.4749371698126E+00,+8.0402009189E-03
-10.0000E-09,-3.0150450766E-03,+1.5151381744071E+00,+8.0402009189E-03
-9.6875E-09,-3.0150450766E-03,+1.5553391790017E+00,+8.4422109649E-03
-9.3750E-09,+37.1859595179E-03,+1.6256909370421E+00,+8.8693466387E-03
-9.0625E-09,+37.1859595180E-03,+1.6759421927853E+00,+9.2462310567E-03
-8.7500E-09,+37.1859595180E-03,+1.7161431973799E+00,+10.4522611946E-03
-8.4375E-09,+77.3869641124E-03,+1.7563442019745E+00,+10.4522611946E-03
-8.1250E-09,+77.3869641125E-03,+1.7965452065691E+00,+12.8643214703E-03
-7.8125E-09,+157.7889733015E-03,+1.8342336483765E+00,+13.4170852834E-03
-7.5000E-09,+137.6884710044E-03,+1.8769472157582E+00,+14.0703516081E-03
-7.1875E-09,+117.5879687071E-03,+1.9573492249472E+00,+13.6683415622E-03
-6.8750E-09,+197.9899778960E-03,+1.9975502295419E+00,+14.0703516081E-03
-6.5625E-09,+238.1909824907E-03,+2.0377512341364E+00,+15.7286430476E-03
-6.2500E-09,+285.9296754467E-03,+2.0528266108595E+00,+16.8844219297E-03
-5.9375E-09,+318.5929916798E-03,+2.0779522387310E+00,+16.8844219297E-03
-5.6250E-09,+398.9950008689E-03,+2.1583542479201E+00,+16.8844219297E-03
-5.3125E-09,+439.1960054635E-03,+2.1985552525147E+00,+17.2864319757E-03
-5.0000E-09,+559.7990192470E-03,+2.1985552525148E+00,+17.0854269527E-03
-4.6875E-09,+579.8995215445E-03,+2.1985552525148E+00,+16.8844219297E-03
-4.3750E-09,+600.0000238418E-03,+2.2789572617037E+00,+9.6482411027E-03
-4.0625E-09,+640.2010284363E-03,+2.3191582662984E+00,+4.4221105054E-03
-3.7500E-09,+760.8040422199E-03,+2.3593592708930E+00,+7.6381908730E-03
-3.4375E-09,+841.2060514091E-03,+2.3744346476160E+00,+10.3768843110E-03
-3.1250E-09,+873.8693676423E-03,+2.3995602754876E+00,+14.4723616540E-03
-2.8125E-09,+921.6080605983E-03,+2.4799622846766E+00,+18.0904520675E-03
-2.5000E-09,+1.0422110743818E+00,+2.4397612800823E+00,+16.8844219297E-03
-2.1875E-09,+1.1226130835710E+00,+2.4824748474638E+00,+17.0854269527E-03
-1.8750E-09,+1.1427135858684E+00,+2.5201632892712E+00,+17.2864319757E-03
-1.5625E-09,+1.1628140881657E+00,+2.5201632892713E+00,+19.2964822054E-03
-1.2500E-09,+1.2834171019492E+00,+2.5603642938658E+00,+19.6984922513E-03
-937.5E-12,+1.4040201157329E+00,+2.6005652984603E+00,+21.3065324351E-03
-625.0E-12,+1.4442211203276E+00,+2.6181532379705E+00,+22.3366831779E-03
-312.5E-12,+1.4969849388580E+00,+2.6407663030549E+00,+23.7185927108E-03
-0.0E+00,+1.5648241341113E+00,+2.6005652984605E+00,+25.3266328946E-03
