x-axis,2,3
second,Volt,Volt
-100.0000E-09,-509.0125575662E-03,+8.0402009189E-03
-99.8000E-09,-529.1130598634E-03,+10.0502511486E-03
-99.6000E-09,-549.2135621607E-03,+10.0502511486E-03
-99.4000E-09,-569.3140644580E-03,+12.0603013784E-03
-99.2000E-09,-589.4145667553E-03,+12.0603013784E-03
-99.0000E-09,-589.4145667553E-03,+16.0804018378E-03
-98.8000E-09,-609.5150690526E-03,+16.0804018378E-03
-98.6000E-09,-609.5150690526E-03,+16.0804018378E-03
-98.4000E-09,-589.4145667553E-03,+16.0804018378E-03
-98.2000E-09,-609.5150690526E-03,+14.0703516081E-03
-98.0000E-09,-649.7160736471E-03,+16.0804018378E-03
-97.8000E-09,-649.7160736471E-03,+18.0904520676E-03
-97.6000E-09,-649.7160736471E-03,+18.0904520676E-03
-97.4000E-09,-669.8165759444E-03,+18.0904520676E-03
-97.2000E-09,-669.8165759444E-03,+20.1005022973E-03
-97.0000E-09,-689.9170782417E-03,+20.1005022973E-03
-96.8000E-09,-689.9170782417E-03,+20.1005022973E-03
-96.6000E-09,-730.1180828363E-03,+16.0804018378E-03
-96.4000E-09,-710.0175805390E-03,+16.0804018378E-03
-96.2000E-09,-710.0175805390E-03,+16.0804018378E-03
-96.0000E-09,-730.1180828363E-03,+18.0904520676E-03
-95.8000E-09,-750.2185851336E-03,+16.0804018378E-03
-95.6000E-09,-750.2185851336E-03,+14.0703516081E-03
-95.4000E-09,-750.2185851336E-03,+16.0804018378E-03
-95.2000E-09,-770.3190874308E-03,+20.1005022973E-03
-95.0000E-09,-770.3190874308E-03,+26.1306529865E-03
-94.8000E-09,-770.3190874308E-03,+30.1507534459E-03
-94.6000E-09,-790.4195897281E-03,+32.1608036757E-03
-94.4000E-09,-810.5200920254E-03,+30.1507534459E-03
-94.2000E-09,-810.5200920254E-03,+28.1407032162E-03
-94.0000E-09,-790.4195897281E-03,+24.1206027567E-03
-93.8000E-09,-810.5200920254E-03,+22.1105525270E-03
-93.6000E-09,-790.4195897281E-03,+20.1005022973E-03
-93.4000E-09,-830.6205943227E-03,+22.1105525270E-03
-93.2000E-09,-830.6205943227E-03,+24.1206027567E-03
-93.0000E-09,-830.6205943227E-03,+26.1306529865E-03
-92.8000E-09,-830.6205943227E-03,+28.1407032162E-03
-92.6000E-09,-850.7210966200E-03,+30.1507534459E-03
-92.4000E-09,-850.7210966200E-03,+34.1708539054E-03
-92.2000E-09,-850.7210966200E-03,+32.1608036757E-03
-92.0000E-09,-830.6205943227E-03,+30.1507534459E-03
-91.8000E-09,-850.7210966200E-03,+32.1608036757E-03
-91.6000E-09,-850.7210966200E-03,+32.1608036757E-03
-91.4000E-09,-850.7210966200E-03,+32.1608036757E-03
-91.2000E-09,-870.8215989172E-03,+30.1507534459E-03
-91.0000E-09,-870.8215989172E-03,+32.1608036757E-03
-90.8000E-09,-870.8215989172E-03,+34.1708539054E-03
-90.6000E-09,-870.8215989172E-03,+32.1608036757E-03
-90.4000E-09,-850.7210966200E-03,+30.1507534459E-03
-90.2000E-09,-870.8215989172E-03,+32.1608036756E-03
-90.0000E-09,-850.7210966200E-03,+28.1407032162E-03
-89.8000E-09,-850.7210966200E-03,+32.1608036757E-03
-89.6000E-09,-850.7210966200E-03,+32.1608036757E-03
-89.4000E-09,-870.8215989172E-03,+32.1608036757E-03
-89.2000E-09,-870.8215989172E-03,+34.1708539054E-03
-89.0000E-09,-870.8215989172E-03,+34.1708539054E-03
-88.8000E-09,-870.8215989173E-03,+32.1608036757E-03
-88.6000E-09,-890.9221012145E-03,+32.1608036757E-03
-88.4000E-09,-850.7210966200E-03,+34.1708539054E-03
-88.2000E-09,-870.8215989172E-03,+36.1809041351E-03
-88.0000E-09,-830.6205943227E-03,+36.1809041351E-03
-87.8000E-09,-850.7210966200E-03,+36.1809041351E-03
-87.6000E-09,-850.7210966200E-03,+34.1708539054E-03
-87.4000E-09,-870.8215989172E-03,+36.1809041351E-03
-87.2000E-09,-830.6205943227E-03,+36.1809041351E-03
-87.0000E-09,-830.6205943227E-03,+36.1809041351E-03
-86.8000E-09,-850.7210966200E-03,+36.1809041351E-03
-86.6000E-09,-830.6205943227E-03,+36.1809041351E-03
-86.4000E-09,-810.5200920254E-03,+36.1809041351E-03
-86.2000E-09,-790.4195897281E-03,+38.1909543648E-03
-86.0000E-09,-830.6205943227E-03,+38.1909543648E-03
-85.8000E-09,-830.6205943227E-03,+34.1708539054E-03
-85.6000E-09,-810.5200920254E-03,+34.1708539054E-03
-85.4000E-09,-790.4195897281E-03,+34.1708539054E-03
-85.2000E-09,-790.4195897281E-03,+34.1708539054E-03
-85.0000E-09,-770.3190874308E-03,+36.1809041351E-03
-84.8000E-09,-790.4195897281E-03,+34.1708539054E-03
-84.6000E-09,-790.4195897281E-03,+36.1809041351E-03
-84.4000E-09,-790.4195897281E-03,+34.1708539054E-03
-84.2000E-09,-770.3190874308E-03,+34.1708539054E-03
-84.0000E-09,-730.1180828363E-03,+36.1809041351E-03
-83.8000E-09,-750.2185851336E-03,+36.1809041351E-03
-83.6000E-09,-750.2185851336E-03,+36.1809041351E-03
-83.4000E-09,-750.2185851335E-03,+34.1708539054E-03
-83.2000E-09,-730.1180828363E-03,+34.1708539054E-03
-83.0000E-09,-730.1180828362E-03,+32.1608036757E-03
-82.8000E-09,-689.9170782417E-03,+30.1507534459E-03
-82.6000E-09,-710.0175805390E-03,+26.1306529865E-03
-82.4000E-09,-689.9170782417E-03,+20.1005022973E-03
-82.2000E-09,-689.9170782417E-03,+20.1005022973E-03
-82.0000E-09,-669.8165759444E-03,+22.1105525270E-03
-81.8000E-09,-669.8165759444E-03,+26.1306529865E-03
-81.6000E-09,-649.7160736471E-03,+26.1306529865E-03
-81.4000E-09,-649.7160736471E-03,+30.1507534459E-03
-81.2000E-09,-629.6155713499E-03,+32.1608036757E-03
-81.0000E-09,-629.6155713498E-03,+32.1608036756E-03
-80.8000E-09,-589.4145667553E-03,+30.1507534459E-03
-80.6000E-09,-609.5150690526E-03,+28.1407032162E-03
-80.4000E-09,-589.4145667553E-03,+26.1306529865E-03
-80.2000E-09,-569.3140644580E-03,+22.1105525270E-03
-80.0000E-09,-569.3140644580E-03,+24.1206027567E-03
-79.8000E-09,-549.2135621607E-03,+24.1206027567E-03
-79.6000E-09,-549.2135621607E-03,+24.1206027567E-03
-79.4000E-09,-529.1130598634E-03,+26.1306529865E-03
-79.2000E-09,-468.8115529716E-03,+26.1306529865E-03
-79.0000E-09,-488.9120552689E-03,+26.1306529865E-03
-78.8000E-09,-468.8115529716E-03,+28.1407032162E-03
-78.6000E-09,-488.9120552688E-03,+26.1306529865E-03
-78.4000E-09,-448.7110506743E-03,+26.1306529865E-03
-78.2000E-09,-448.7110506743E-03,+26.1306529865E-03
-78.0000E-09,-428.6105483770E-03,+30.1507534459E-03
-77.8000E-09,-428.6105483770E-03,+30.1507534459E-03
-77.6000E-09,-408.5100460798E-03,+28.1407032162E-03
-77.4000E-09,-408.5100460797E-03,+26.1306529865E-03
-77.2000E-09,-348.2085391879E-03,+22.1105525270E-03
-77.0000E-09,-348.2085391879E-03,+24.1206027567E-03
-76.8000E-09,-348.2085391879E-03,+24.1206027567E-03
-76.6000E-09,-328.1080368906E-03,+22.1105525270E-03
-76.4000E-09,-308.0075345933E-03,+20.1005022973E-03
-76.2000E-09,-308.0075345933E-03,+22.1105525270E-03
-76.0000E-09,-267.8065299988E-03,+20.1005022973E-03
-75.8000E-09,-267.8065299988E-03,+20.1005022973E-03
-75.6000E-09,-247.7060277015E-03,+22.1105525270E-03
-75.4000E-09,-267.8065299987E-03,+20.1005022973E-03
-75.2000E-09,-207.5050231069E-03,+20.1005022973E-03
-75.0000E-09,-187.4045208096E-03,+20.1005022973E-03
-74.8000E-09,-167.3040185124E-03,+18.0904520676E-03
-74.6000E-09,-167.3040185123E-03,+20.1005022973E-03
-74.4000E-09,-127.1030139178E-03,+20.1005022973E-03
-74.2000E-09,-147.2035162151E-03,+24.1206027567E-03
-74.0000E-09,-127.1030139178E-03,+22.1105525270E-03
-73.8000E-09,-86.9020093232E-03,+20.1005022973E-03
-73.6000E-09,-86.9020093232E-03,+16.0804018378E-03
-73.4000E-09,-66.8015070259E-03,+18.0904520676E-03
-73.2000E-09,-46.7010047287E-03,+18.0904520675E-03
-73.0000E-09,-46.7010047286E-03,+14.0703516081E-03
-72.8000E-09,-6.5000001341E-03,+14.0703516081E-03
-72.6000E-09,+33.7010044605E-03,+12.0603013784E-03
-72.4000E-09,+33.7010044605E-03,+16.0804018378E-03
-72.2000E-09,+33.7010044605E-03,+16.0804018378E-03
-72.0000E-09,+53.8015067577E-03,+14.0703516081E-03
-71.8000E-09,+53.8015067578E-03,+10.0502511486E-03
-71.6000E-09,+94.0025113523E-03,+8.0402009189E-03
-71.4000E-09,+114.1030136496E-03,+8.0402009189E-03
-71.2000E-09,+154.3040182441E-03,+8.0402009189E-03
-71.0000E-09,+134.2035159469E-03,+8.0402009189E-03
-70.8000E-09,+154.3040182442E-03,+4.0201004595E-03
-70.6000E-09,+194.5050228387E-03,+2.0100502297E-03
-70.4000E-09,+214.6055251360E-03,+2.0100502297E-03
-70.2000E-09,+194.5050228387E-03,+2.0100502297E-03
-70.0000E-09,+214.6055251360E-03,+6.0301506892E-03
-69.8000E-09,+214.6055251360E-03,+8.0402009189E-03
-69.6000E-09,+254.8065297306E-03,+8.0402009189E-03
-69.4000E-09,+274.9070320279E-03,+6.0301506892E-03
-69.2000E-09,+295.0075343252E-03,+4.0201004595E-03
-69.0000E-09,+315.1080366225E-03,+2.0100502297E-03
-68.8000E-09,+355.3090412169E-03,-0.0E+00
-68.6000E-09,+335.2085389197E-03,-2.0100502297E-03
-68.4000E-09,+375.4095435142E-03,-6.0301506892E-03
-68.2000E-09,+355.3090412170E-03,-6.0301506892E-03
-68.0000E-09,+395.5100458116E-03,-2.0100502297E-03
-67.8000E-09,+415.6105481088E-03,+4.0201004595E-03
-67.6000E-09,+435.7110504061E-03,+2.0100502297E-03
-67.4000E-09,+435.7110504061E-03,+4.0201004595E-03
-67.2000E-09,+455.8115527034E-03,+2.0100502297E-03
-67.0000E-09,+455.8115527034E-03,+2.0100502297E-03
-66.8000E-09,+475.9120550007E-03,-0.0E+00
-66.6000E-09,+496.0125572980E-03,-4.0201004595E-03
-66.4000E-09,+556.3140641898E-03,-6.0301506892E-03
-66.2000E-09,+536.2135618926E-03,-6.0301506892E-03
-66.0000E-09,+576.4145664871E-03,-8.0402009189E-03
-65.8000E-09,+576.4145664871E-03,-8.0402009189E-03
