x-axis,3,D0-D7,D8-D15
second,Volt,,
+16.0000E-09,+273.3668312430E-03,186,4
+16.2000E-09,+249.2462284863E-03,186,4
+16.4000E-09,+241.2060275674E-03,186,4
+16.6000E-09,+257.2864294053E-03,186,4
+16.8000E-09,+273.3668312431E-03,186,4
+17.0000E-09,+297.4874339998E-03,186,4
+17.2000E-09,+313.5678358376E-03,186,4
+17.4000E-09,+329.6482376754E-03,186,4
+17.6000E-09,+313.5678358376E-03,186,4
+17.8000E-09,+313.5678358376E-03,186,4
+18.0000E-09,+313.5678358376E-03,186,4
+18.2000E-09,+313.5678358376E-03,186,4
+18.4000E-09,+305.5276349187E-03,186,4
+18.6000E-09,+305.5276349187E-03,186,4
+18.8000E-09,+305.5276349187E-03,186,4
+19.0000E-09,+305.5276349187E-03,186,4
+19.2000E-09,+305.5276349187E-03,186,4
+19.4000E-09,+297.4874339998E-03,186,4
+19.6000E-09,+305.5276349187E-03,186,4
+19.8000E-09,+305.5276349187E-03,186,4
+20.0000E-09,+297.4874339998E-03,186,4
+20.2000E-09,+297.4874339998E-03,186,4
+20.4000E-09,+297.4874339998E-03,186,4
+20.6000E-09,+305.5276349187E-03,186,4
+20.8000E-09,+321.6080367565E-03,186,4
+21.0000E-09,+313.5678358376E-03,186,4
+21.2000E-09,+321.6080367565E-03,186,4
+21.4000E-09,+313.5678358376E-03,186,4
+21.6000E-09,+305.5276349187E-03,186,4
+21.8000E-09,+305.5276349187E-03,186,4
+22.0000E-09,+305.5276349187E-03,186,4
+22.2000E-09,+305.5276349187E-03,186,4
+22.4000E-09,+305.5276349187E-03,186,4
+22.6000E-09,+305.5276349187E-03,186,4
+22.8000E-09,+289.4472330809E-03,186,4
+23.0000E-09,+289.4472330809E-03,186,4
+23.2000E-09,+297.4874339998E-03,186,4
+23.4000E-09,+289.4472330809E-03,186,4
+23.6000E-09,+289.4472330809E-03,186,4
+23.8000E-09,+297.4874339998E-03,186,4
+24.0000E-09,+289.4472330809E-03,186,4
+24.2000E-09,+289.4472330808E-03,186,4
+24.4000E-09,+281.4070321620E-03,186,4
+24.6000E-09,+281.4070321620E-03,186,4
+24.8000E-09,+281.4070321619E-03,186,4
+25.0000E-09,+273.3668312430E-03,186,4
+25.2000E-09,+265.3266303241E-03,186,4
+25.4000E-09,+265.3266303241E-03,186,4
+25.6000E-09,+265.3266303241E-03,186,4
+25.8000E-09,+257.2864294052E-03,186,4
+26.0000E-09,+257.2864294052E-03,186,4
+26.2000E-09,+257.2864294052E-03,186,4
+26.4000E-09,+257.2864294052E-03,186,4
+26.6000E-09,+265.3266303241E-03,186,4
+26.8000E-09,+257.2864294052E-03,186,4
+27.0000E-09,+257.2864294052E-03,186,4
+27.2000E-09,+257.2864294052E-03,186,4
+27.4000E-09,+257.2864294052E-03,186,4
+27.6000E-09,+257.2864294052E-03,186,4
+27.8000E-09,+257.2864294052E-03,186,4
+28.0000E-09,+249.2462284863E-03,186,4
+28.2000E-09,+249.2462284863E-03,186,4
+28.4000E-09,+241.2060275674E-03,186,4
+28.6000E-09,+249.2462284863E-03,186,4
+28.8000E-09,+241.2060275674E-03,186,4
+29.0000E-09,+241.2060275674E-03,186,4
+29.2000E-09,+233.1658266485E-03,186,4
+29.4000E-09,+233.1658266484E-03,186,4
+29.6000E-09,+217.0854248106E-03,186,4
+29.8000E-09,+217.0854248106E-03,186,4
+30.0000E-09,+192.9648220539E-03,186,4
+30.2000E-09,+192.9648220539E-03,186,4
+30.4000E-09,+184.9246211350E-03,186,4
+30.6000E-09,+176.8844202160E-03,186,4
+30.8000E-09,+136.6834156215E-03,186,4
+31.0000E-09,+120.6030137837E-03,186,4
+31.2000E-09,+128.6432147027E-03,186,4
+31.4000E-09,+168.8442192972E-03,186,4
+31.6000E-09,+201.0050229728E-03,186,4
+31.8000E-09,+201.0050229727E-03,186,4
+32.0000E-09,+160.8040183781E-03,186,4
+32.2000E-09,+112.5628128647E-03,178,0
+32.4000E-09,+72.3618082702E-03,242,43
+32.6000E-09,+48.2412055135E-03,242,43
+32.8000E-09,+56.2814064325E-03,242,43
+33.0000E-09,+120.6030137838E-03,242,43
+33.2000E-09,+152.7638174594E-03,242,43
+33.4000E-09,+160.8040183782E-03,242,43
+33.6000E-09,+152.7638174593E-03,242,43
+33.8000E-09,+144.7236165405E-03,242,43
+34.0000E-09,+152.7638174593E-03,242,43
+34.2000E-09,+152.7638174593E-03,242,43
+34.4000E-09,+136.6834156215E-03,242,43
+34.6000E-09,+120.6030137837E-03,242,43
+34.8000E-09,+128.6432147026E-03,242,43
+35.0000E-09,+128.6432147026E-03,242,43
+35.2000E-09,+128.6432147026E-03,242,43
+35.4000E-09,+120.6030137837E-03,242,43
+35.6000E-09,+120.6030137837E-03,242,43
+35.8000E-09,+112.5628128648E-03,242,43
+36.0000E-09,+112.5628128648E-03,242,43
+36.2000E-09,+104.5226119458E-03,242,43
+36.4000E-09,+88.4422101080E-03,242,43
+36.6000E-09,+80.4020091891E-03,242,43
+36.8000E-09,+72.3618082702E-03,242,43
+37.0000E-09,+80.4020091891E-03,242,43
+37.2000E-09,+80.4020091891E-03,242,43
+37.4000E-09,+88.4422101080E-03,242,43
+37.6000E-09,+88.4422101080E-03,242,43
+37.8000E-09,+80.4020091891E-03,242,43
+38.0000E-09,+72.3618082702E-03,242,43
+38.2000E-09,+64.3216073513E-03,242,43
+38.4000E-09,+56.2814064324E-03,242,43
+38.6000E-09,+48.2412055135E-03,242,43
+38.8000E-09,+40.2010045945E-03,242,43
+39.0000E-09,+32.1608036756E-03,242,43
+39.2000E-09,+16.0804018378E-03,242,43
+39.4000E-09,-0.0E+00,242,11
+39.6000E-09,-8.0402009189E-03,242,11
+39.8000E-09,-8.0402009188E-03,242,11
+40.0000E-09,+24.1206027569E-03,242,11
+40.2000E-09,+72.3618082703E-03,242,11
+40.4000E-09,+112.5628128648E-03,242,11
+40.6000E-09,+104.5226119457E-03,242,11
+40.8000E-09,+56.2814064322E-03,242,11
+41.0000E-09,-8.0402009190E-03,242,11
+41.2000E-09,-56.2814064324E-03,242,11
+41.4000E-09,-64.3216073513E-03,242,11
+41.6000E-09,-48.2412055134E-03,242,11
+41.8000E-09,-24.1206027567E-03,242,11
+42.0000E-09,-24.1206027567E-03,242,11
+42.2000E-09,-16.0804018378E-03,242,11
+42.4000E-09,-16.0804018378E-03,242,11
+42.6000E-09,-8.0402009189E-03,242,11
+42.8000E-09,-16.0804018378E-03,242,11
+43.0000E-09,-24.1206027568E-03,242,11
+43.2000E-09,-48.2412055135E-03,242,11
+43.4000E-09,-48.2412055135E-03,242,11
+43.6000E-09,-56.2814064324E-03,242,11
+43.8000E-09,-64.3216073513E-03,242,11
+44.0000E-09,-64.3216073513E-03,242,11
+44.2000E-09,-80.4020091892E-03,242,11
+44.4000E-09,-88.4422101080E-03,242,11
+44.6000E-09,-88.4422101081E-03,242,11
+44.8000E-09,-96.4824110270E-03,242,11
+45.0000E-09,-104.5226119459E-03,242,11
+45.2000E-09,-104.5226119458E-03,242,11
+45.4000E-09,-96.4824110269E-03,242,11
+45.6000E-09,-88.4422101080E-03,242,11
+45.8000E-09,-80.4020091892E-03,242,11
+46.0000E-09,-88.4422101080E-03,242,11
+46.2000E-09,-80.4020091891E-03,242,11
+46.4000E-09,-72.3618082702E-03,242,11
+46.6000E-09,-72.3618082703E-03,242,11
+46.8000E-09,-88.4422101081E-03,242,11
+47.0000E-09,-96.4824110270E-03,242,11
+47.2000E-09,-104.5226119459E-03,242,11
+47.4000E-09,-104.5226119459E-03,242,11
+47.6000E-09,-112.5628128648E-03,242,11
+47.8000E-09,-112.5628128649E-03,242,11
+48.0000E-09,-136.6834156215E-03,242,11
+48.2000E-09,-144.7236165404E-03,242,11
+48.4000E-09,-144.7236165404E-03,242,11
+48.6000E-09,-136.6834156215E-03,242,11
+48.8000E-09,-136.6834156215E-03,242,11
+49.0000E-09,-136.6834156215E-03,242,11
+49.2000E-09,-144.7236165405E-03,242,11
+49.4000E-09,-152.7638174594E-03,242,11
+49.6000E-09,-160.8040183782E-03,242,11
+49.8000E-09,-144.7236165405E-03,242,11
+50.0000E-09,-160.8040183783E-03,242,11
+50.2000E-09,-168.8442192972E-03,242,11
+50.4000E-09,-168.8442192972E-03,242,11
+50.6000E-09,-168.8442192972E-03,242,11
+50.8000E-09,-176.8844202161E-03,242,11
+51.0000E-09,-176.8844202161E-03,242,11
+51.2000E-09,-168.8442192972E-03,242,11
+51.4000E-09,-168.8442192972E-03,242,11
+51.6000E-09,-176.8844202161E-03,242,11
+51.8000E-09,-176.8844202161E-03,242,11
+52.0000E-09,-184.9246211350E-03,242,11
+52.2000E-09,-201.0050229728E-03,242,11
+52.4000E-09,-201.0050229728E-03,242,11
+52.6000E-09,-184.9246211350E-03,242,11
+52.8000E-09,-192.9648220539E-03,242,11
+53.0000E-09,-192.9648220539E-03,242,11
+53.2000E-09,-201.0050229728E-03,242,11
+53.4000E-09,-192.9648220540E-03,242,11
+53.6000E-09,-209.0452238917E-03,242,11
+53.8000E-09,-209.0452238917E-03,242,11
+54.0000E-09,-192.9648220539E-03,242,11
+54.2000E-09,-192.9648220539E-03,242,11
+54.4000E-09,-184.9246211350E-03,242,11
+54.6000E-09,-201.0050229729E-03,242,11
+54.8000E-09,-217.0854248107E-03,242,11
+55.0000E-09,-225.1256257296E-03,242,11
+55.2000E-09,-249.2462284863E-03,242,11
+55.4000E-09,-257.2864294052E-03,242,11
+55.6000E-09,-265.3266303241E-03,242,11
+55.8000E-09,-265.3266303242E-03,242,11
+56.0000E-09,-281.4070321620E-03,242,11
+56.2000E-09,-297.4874339999E-03,242,11
+56.4000E-09,-321.6080367565E-03,242,11
+56.6000E-09,-321.6080367565E-03,243,43
+56.8000E-09,-321.6080367564E-03,243,43
+57.0000E-09,-281.4070321619E-03,243,43
+57.2000E-09,-257.2864294052E-03,243,43
+57.4000E-09,-265.3266303242E-03,251,43
+57.6000E-09,-289.4472330809E-03,251,43
+57.8000E-09,-313.5678358377E-03,251,43
+58.0000E-09,-337.6884385944E-03,251,43
+58.2000E-09,-353.7688404321E-03,251,43
+58.4000E-09,-337.6884385942E-03,251,43
+58.6000E-09,-289.4472330808E-03,251,43
+58.8000E-09,-265.3266303241E-03,251,43
+59.0000E-09,-265.3266303241E-03,251,43
+59.2000E-09,-265.3266303242E-03,251,43
+59.4000E-09,-273.3668312430E-03,251,43
+59.6000E-09,-265.3266303242E-03,251,43
+59.8000E-09,-281.4070321620E-03,251,43
+60.0000E-09,-305.5276349186E-03,251,43
+60.2000E-09,-289.4472330808E-03,251,43
+60.4000E-09,-281.4070321620E-03,251,43
+60.6000E-09,-281.4070321620E-03,251,43
+60.8000E-09,-281.4070321620E-03,251,43
+61.0000E-09,-281.4070321620E-03,251,43
+61.2000E-09,-281.4070321620E-03,251,43
+61.4000E-09,-289.4472330809E-03,251,43
+61.6000E-09,-305.5276349188E-03,251,43
+61.8000E-09,-329.6482376754E-03,251,43
+62.0000E-09,-321.6080367565E-03,251,43
+62.2000E-09,-305.5276349187E-03,251,43
+62.4000E-09,-305.5276349187E-03,251,43
+62.6000E-09,-297.4874339998E-03,251,43
+62.8000E-09,-313.5678358376E-03,251,43
+63.0000E-09,-313.5678358376E-03,251,43
+63.2000E-09,-313.5678358376E-03,251,43
+63.4000E-09,-321.6080367565E-03,251,43
+63.6000E-09,-321.6080367565E-03,251,43
+63.8000E-09,-329.6482376754E-03,251,43
+64.0000E-09,-321.6080367565E-03,251,43
+64.2000E-09,-329.6482376755E-03,251,43
+64.4000E-09,-337.6884385944E-03,251,43
+64.6000E-09,-345.7286395133E-03,251,43
+64.8000E-09,-345.7286395131E-03,251,43
+65.0000E-09,-305.5276349185E-03,251,11
+65.2000E-09,-257.2864294051E-03,251,11
+65.4000E-09,-217.0854248106E-03,251,11
+65.6000E-09,-217.0854248109E-03,251,11
+65.8000E-09,-281.4070321622E-03,251,11
+66.0000E-09,-353.7688404323E-03,251,11
+66.2000E-09,-377.8894431889E-03,251,11
+66.4000E-09,-369.8492422699E-03,251,11
+66.6000E-09,-353.7688404321E-03,251,11
+66.8000E-09,-345.7286395133E-03,251,11
+67.0000E-09,-345.7286395132E-03,251,11
+67.2000E-09,-329.6482376753E-03,251,11
+67.4000E-09,-297.4874339998E-03,235,11
+67.6000E-09,-297.4874339998E-03,235,11
+67.8000E-09,-305.5276349187E-03,235,11
+68.0000E-09,-313.5678358376E-03,107,11
+68.2000E-09,-313.5678358376E-03,107,11
+68.4000E-09,-313.5678358376E-03,107,11
+68.6000E-09,-305.5276349187E-03,107,11
+68.8000E-09,-305.5276349187E-03,107,11
+69.0000E-09,-305.5276349187E-03,107,11
+69.2000E-09,-313.5678358376E-03,107,11
+69.4000E-09,-313.5678358376E-03,107,11
+69.6000E-09,-305.5276349187E-03,107,11
+69.8000E-09,-305.5276349187E-03,107,11
+70.0000E-09,-313.5678358376E-03,107,11
+70.2000E-09,-321.6080367565E-03,107,11
+70.4000E-09,-313.5678358375E-03,107,11
+70.6000E-09,-297.4874339998E-03,107,11
+70.8000E-09,-305.5276349187E-03,107,11
+71.0000E-09,-297.4874339998E-03,107,11
+71.2000E-09,-297.4874339997E-03,107,11
+71.4000E-09,-281.4070321620E-03,107,11
+71.6000E-09,-281.4070321620E-03,107,11
+71.8000E-09,-281.4070321620E-03,107,11
+72.0000E-09,-281.4070321619E-03,107,11
+72.2000E-09,-273.3668312431E-03,107,11
+72.4000E-09,-289.4472330808E-03,107,11
+72.6000E-09,-281.4070321620E-03,107,11
+72.8000E-09,-281.4070321619E-03,107,11
+73.0000E-09,-273.3668312430E-03,107,11
+73.2000E-09,-265.3266303241E-03,107,11
+73.4000E-09,-265.3266303241E-03,107,11
+73.6000E-09,-257.2864294052E-03,107,11
+73.8000E-09,-257.2864294052E-03,107,11
+74.0000E-09,-257.2864294052E-03,107,11
+74.2000E-09,-257.2864294052E-03,107,11
+74.4000E-09,-257.2864294052E-03,107,11
+74.6000E-09,-265.3266303241E-03,107,11
+74.8000E-09,-265.3266303241E-03,107,11
+75.0000E-09,-265.3266303242E-03,107,11
+75.2000E-09,-273.3668312430E-03,107,11
+75.4000E-09,-265.3266303242E-03,107,11
+75.6000E-09,-273.3668312430E-03,107,11
+75.8000E-09,-257.2864294052E-03,107,11
+76.0000E-09,-249.2462284863E-03,107,11
+76.2000E-09,-249.2462284863E-03,107,11
+76.4000E-09,-241.2060275674E-03,107,11
+76.6000E-09,-249.2462284863E-03,107,11
+76.8000E-09,-241.2060275674E-03,107,11
+77.0000E-09,-233.1658266485E-03,107,11
+77.2000E-09,-233.1658266484E-03,107,11
+77.4000E-09,-225.1256257296E-03,107,11
+77.6000E-09,-225.1256257295E-03,107,11
+77.8000E-09,-201.0050229729E-03,107,11
+78.0000E-09,-217.0854248106E-03,107,11
+78.2000E-09,-217.0854248106E-03,107,11
+78.4000E-09,-201.0050229729E-03,107,11
+78.6000E-09,-209.0452238917E-03,107,11
+78.8000E-09,-201.0050229728E-03,107,11
+79.0000E-09,-192.9648220539E-03,107,11
+79.2000E-09,-201.0050229728E-03,107,11
+79.4000E-09,-201.0050229728E-03,107,11
+79.6000E-09,-201.0050229729E-03,107,11
+79.8000E-09,-209.0452238917E-03,107,11
+80.0000E-09,-201.0050229729E-03,107,11
+80.2000E-09,-209.0452238918E-03,107,11
+80.4000E-09,-217.0854248107E-03,107,11
+80.6000E-09,-225.1256257297E-03,107,11
+80.8000E-09,-249.2462284863E-03,107,11
+81.0000E-09,-249.2462284862E-03,107,11
+81.2000E-09,-233.1658266482E-03,107,11
+81.4000E-09,-176.8844202159E-03,107,11
+81.6000E-09,-136.6834156214E-03,107,47
+81.8000E-09,-112.5628128648E-03,107,47
+82.0000E-09,-120.6030137838E-03,107,47
+82.2000E-09,-144.7236165406E-03,123,47
+82.4000E-09,-192.9648220541E-03,59,47
+82.6000E-09,-233.1658266485E-03,59,47
+82.8000E-09,-241.2060275671E-03,59,47
+83.0000E-09,-184.9246211348E-03,59,47
+83.2000E-09,-136.6834156214E-03,59,47
+83.4000E-09,-112.5628128649E-03,59,46
+83.6000E-09,-128.6432147026E-03,59,46
+83.8000E-09,-120.6030137836E-03,59,46
+84.0000E-09,-104.5226119458E-03,59,36
+84.2000E-09,-96.4824110270E-03,59,36
+84.4000E-09,-104.5226119459E-03,59,36
+84.6000E-09,-120.6030137837E-03,59,36
+84.8000E-09,-120.6030137837E-03,59,36
+85.0000E-09,-112.5628128648E-03,57,36
+85.2000E-09,-112.5628128647E-03,57,36
+85.4000E-09,-104.5226119459E-03,57,36
+85.6000E-09,-104.5226119458E-03,49,36
+85.8000E-09,-88.4422101080E-03,49,36
+86.0000E-09,-80.4020091891E-03,49,36
+86.2000E-09,-72.3618082703E-03,49,36
+86.4000E-09,-80.4020091892E-03,49,36
+86.6000E-09,-96.4824110270E-03,49,36
+86.8000E-09,-96.4824110270E-03,49,36
+87.0000E-09,-96.4824110269E-03,49,36
+87.2000E-09,-80.4020091890E-03,49,36
+87.4000E-09,-56.2814064324E-03,49,36
+87.6000E-09,-48.2412055135E-03,49,36
+87.8000E-09,-56.2814064324E-03,49,36
+88.0000E-09,-56.2814064324E-03,49,36
+88.2000E-09,-48.2412055135E-03,49,36
+88.4000E-09,-56.2814064324E-03,49,36
+88.6000E-09,-48.2412055135E-03,49,36
+88.8000E-09,-48.2412055135E-03,49,36
+89.0000E-09,-48.2412055135E-03,49,4
+89.2000E-09,-56.2814064325E-03,49,4
+89.4000E-09,-80.4020091894E-03,49,4
+89.6000E-09,-128.6432147026E-03,49,4
+89.8000E-09,-136.6834156213E-03,49,4
+90.0000E-09,-96.4824110266E-03,49,4
+90.2000E-09,-32.1608036753E-03,49,4
+90.4000E-09,+32.1608036757E-03,49,4
+90.6000E-09,+48.2412055134E-03,49,4
+90.8000E-09,+24.1206027564E-03,49,4
+91.0000E-09,-40.2010045947E-03,49,4
+91.2000E-09,-64.3216073513E-03,49,4
+91.4000E-09,-64.3216073513E-03,49,4
+91.6000E-09,-56.2814064322E-03,49,4
+91.8000E-09,-24.1206027567E-03,49,4
+92.0000E-09,-8.0402009188E-03,49,4
+92.2000E-09,+16.0804018379E-03,49,4
+92.4000E-09,+40.2010045946E-03,49,4
+92.6000E-09,+48.2412055135E-03,49,4
+92.8000E-09,+48.2412055134E-03,49,4
+93.0000E-09,+40.2010045946E-03,49,4
+93.2000E-09,+40.2010045945E-03,49,4
+93.4000E-09,+32.1608036757E-03,49,4
+93.6000E-09,+40.2010045946E-03,49,4
+93.8000E-09,+48.2412055135E-03,49,4
+94.0000E-09,+48.2412055135E-03,49,4
+94.2000E-09,+56.2814064324E-03,49,4
+94.4000E-09,+48.2412055135E-03,49,4
+94.6000E-09,+56.2814064324E-03,49,4
+94.8000E-09,+56.2814064324E-03,49,4
+95.0000E-09,+56.2814064324E-03,49,4
+95.2000E-09,+64.3216073513E-03,49,4
+95.4000E-09,+72.3618082703E-03,49,4
+95.6000E-09,+88.4422101081E-03,49,4
+95.8000E-09,+96.4824110271E-03,49,4
+96.0000E-09,+120.6030137837E-03,49,4
+96.2000E-09,+112.5628128648E-03,49,4
+96.4000E-09,+120.6030137837E-03,49,4
+96.6000E-09,+128.6432147026E-03,49,4
+96.8000E-09,+120.6030137838E-03,49,4
+97.0000E-09,+136.6834156215E-03,49,4
+97.2000E-09,+136.6834156215E-03,49,4
+97.4000E-09,+136.6834156216E-03,49,4
+97.6000E-09,+144.7236165404E-03,49,4
+97.8000E-09,+144.7236165404E-03,49,4
+98.0000E-09,+136.6834156215E-03,49,4
+98.2000E-09,+136.6834156215E-03,49,4
+98.4000E-09,+136.6834156215E-03,49,4
+98.6000E-09,+136.6834156216E-03,49,4
+98.8000E-09,+144.7236165405E-03,49,4
+99.0000E-09,+160.8040183783E-03,49,4
+99.2000E-09,+168.8442192972E-03,49,4
+99.4000E-09,+176.8844202160E-03,49,4
+99.6000E-09,+168.8442192972E-03,49,4
+99.8000E-09,+176.8844202161E-03,49,4
